	NAME	logFC.dis4	logFC.dis12	logFC.dis14	logFC.dis15
YER062C	YER062C GPP2 DL-glycerol-3-phosphate phosphatase involved in glycerol biosynthesis; also known as glycerol-1-phosphatase; induced in response to hyperosmotic or oxidative stress, and during diauxic shift; GPP2 has a paralog, GPP1, that arose from the whole genome duplication	-0.424457460172146	-1.12362988033565	-0.178797678899658	2.31641165812117
YOR185C	YOR185C GSP2 GTP binding protein (mammalian Ranp homolog); involved in the maintenance of nuclear organization, RNA processing and transport; interacts with Kap121p, Kap123p and Pdr6p (karyophilin betas); not required for viability; protein abundance increases in response to DNA replication stress; GSP2 has a paralog, GSP1, that arose from the whole genome duplication	0.188807773541589	-0.245010386666105	-0.444024515941556	4.00306450643283
YCR089W	YCR089W FIG2 Cell wall adhesin, expressed specifically during mating; may be involved in maintenance of cell wall integrity during mating; FIG2 has a paralog, AGA1, that arose from the whole genome duplication	0.260183016580605	-0.697694261807505	0.255700081917567	5.20958519971475
YFR053C	YFR053C HXK1 Hexokinase isoenzyme 1; a cytosolic protein that catalyzes phosphorylation of glucose during glucose metabolism; expression is highest during growth on non-glucose carbon sources; glucose-induced repression involves hexokinase Hxk2p; HXK1 has a paralog, HXK2, that arose from the whole genome duplication	-0.0081714433761794	-0.573725796934493	-0.404924617302386	6.5534917641905
YOR136W	YOR136W IDH2 Subunit of mitochondrial NAD(+)-dependent isocitrate dehydrogenase; complex catalyzes the oxidation of isocitrate to alpha-ketoglutarate in the TCA cycle; phosphorylated	0.491484350941279	-1.09653688070307	-0.725379413754791	2.40259214464318
YMR251W-A	YMR251W-A HOR7 Protein of unknown function; overexpression suppresses Ca2+ sensitivity of mutants lacking inositol phosphorylceramide mannosyltransferases Csg1p and Csh1p; transcription is induced under hyperosmotic stress and repressed by alpha factor; HOR7 has a paralog, DDR2, that arose from the whole genome duplication	-0.67194702896859	-0.827387265694252	1.19399803408702	2.35562784286684
YOL058W	YOL058W ARG1 Arginosuccinate synthetase; catalyzes the formation of L-argininosuccinate from citrulline and L-aspartate in the arginine biosynthesis pathway; potential Cdc28p substrate	0.117666411252358	-0.0504096030029284	4.02132855030733	0.889076085963339
YDR033W	YDR033W MRH1 Protein that localizes primarily to the plasma membrane; also found at the nuclear envelope; long-lived protein that is asymmetrically retained in the plasma membrane of mother cells; the authentic, non-tagged protein is detected in mitochondria in a phosphorylated state; null mutation confers sensitivity to acetic acid	-1.70392444585962	-2.05892009630492	-1.4079379208551	1.62528235904995
YDR342C	YDR342C HXT7 High-affinity glucose transporter; member of the major facilitator superfamily, nearly identical to Hxt6p, expressed at high basal levels relative to other HXTs, expression repressed by high glucose levels; HXT7 has a paralog, HXT4, that arose from the whole genome duplication	-1.02126995158108	-1.38071590923187	1.6249784632826	2.93176926653636
YOR187W	YOR187W TUF1 Mitochondrial translation elongation factor Tu (EF-Tu); involved in fundamental pathway of mtDNA homeostasis; comprises both GTPase and guanine nucleotide exchange factor activities, while these activities are found in separate proteins in S. pombe and humans; rare mutations in human mitochondrial elongation factor Tu (EFTu) associated with severe lactic acidosis, rapidly progressive fatal encephalopathy, severe infantile macrocystic leukodystrophy with micropolygyria	-0.546251935475698	-1.08806997933949	-0.121870929380153	1.59258869447771
YNL279W	YNL279W PRM1 Pheromone-regulated multispanning membrane protein; involved in membrane fusion during mating; predicted to have 5 transmembrane segments and a coiled coil domain; localizes to the shmoo tip; regulated by Ste12p	0.475196725769321	0.422967396653909	0.940507029741713	4.74792973745996
YGR109W-B		0.100775832461226	-0.230092609035803	-0.326528716463765	4.508003794122
YDL243C	YDL243C AAD4 Putative aryl-alcohol dehydrogenase; involved in oxidative stress response; similar to P. chrysosporium aryl-alcohol dehydrogenase; expression induced in cells treated with the mycotoxin patulin; members of the AAD gene family comprise three pairs (AAD3 + AAD15, AAD6/AAD16 + AAD4, AAD10 + AAD14) whose two genes are more related to one another than to other members of the family	4.19369392880073	0.159166735750755	0.986197315571517	-0.051317929011791
YBL015W	YBL015W ACH1 Protein with CoA transferase activity; particularly for CoASH transfer from succinyl-CoA to acetate; has minor acetyl-CoA-hydrolase activity; phosphorylated; required for acetate utilization and for diploid pseudohyphal growth	-0.354470220748622	-0.421390902297534	-0.32258087318727	2.16753026005366
YIR019C	YIR019C FLO11 GPI-anchored cell surface glycoprotein (flocculin); required for pseudohyphal and invasive growth, flocculation, and biofilm formation; major determinant of colony morphology; transcription regulated by the MAPK pathway (Ste12p and Tec1p) and the cAMP pathway (Flo8p); required for formation of fibrous interconnections between cells of a wild strain; role in co-flocculation with other yeast species; cleaved and shed from cells, contributing to their surface properties	-4.6099195949758	-3.94094236622673	1.32609872040352	-3.704293295699
YLR258W	YLR258W GSY2 Glycogen synthase; expression induced by glucose limitation, nitrogen starvation, heat shock, and stationary phase; activity regulated by cAMP-dependent, Snf1p and Pho85p kinases as well as by the Gac1p-Glc7p phosphatase; GSY2 has a paralog, GSY1, that arose from the whole genome duplication; relocalizes from cytoplasm to plasma membrane upon DNA replication stress	0.382217606955582	0.978899064937597	-0.0798165859534804	3.53803236937763
YIL082W-A		0.147347860406547	-0.474292548328475	-0.34769875768574	4.49376380708867
YCL027W	YCL027W FUS1 Membrane protein localized to the shmoo tip; required for cell fusion; expression regulated by mating pheromone; proposed to coordinate signaling, fusion, and polarization events required for fusion; potential Cdc28p substrate	-0.543825937873417	-0.125442644906527	0.232780442754194	3.55297087930383
YNL087W	YNL087W TCB2 ER protein involved in ER-plasma membrane tethering; one of 6 proteins (Ist2p, Scs2p, Scs22p, Tcb1p, Tcb2p, Tcb3p) that connect ER to plasma membrane (PM) and regulate PM phosphatidylinositol-4-phosphate (PI4P) levels by controlling access of Sac1p phosphatase to its substrate PI4P in the PM; contains 3 calcium and lipid binding domains; mRNA is targeted to bud; TCB2 has a paralog, TCB1, that arose from the whole genome duplication	-0.602734896688121	0.183284532870554	1.21036132928445	-2.39307333735514
YOL155C	YOL155C HPF1 Haze-protective mannoprotein; reduces the particle size of aggregated proteins in white wines	-0.275953953260149	-0.980154362894328	0.118924443992134	1.76639364853608
YLL052C	YLL052C AQY2 Water channel that mediates water transport across cell membranes; only expressed in proliferating cells; controlled by osmotic signals; may be involved in freeze tolerance; disrupted by a stop codon in many S. cerevisiae strains	-0.0678029437800859	1.57184770437619	0.471023195223479	-3.66504373454053
YBR040W	YBR040W FIG1 Integral membrane protein required for efficient mating; may participate in or regulate the low affinity Ca2+ influx system, which affects intracellular signaling and cell-cell fusion during mating	-1.98986576884493	-0.256703766549907	-0.088966147741942	8.03268031485689
YMR250W	YMR250W GAD1 Glutamate decarboxylase; converts glutamate into gamma-aminobutyric acid (GABA) during glutamate catabolism; involved in response to oxidative stress	0.624152086993494	0.0247885851946776	0.202684845262807	3.56970229428621
YLL053C		-0.162817256835938	1.50740707970667	0.349806021103212	-3.97126318538879
YNR060W	YNR060W FRE4 Ferric reductase; reduces a specific subset of siderophore-bound iron prior to uptake by transporters; expression induced by low iron levels	-1.4944019913568	0.667398455487569	1.46961321490336	-3.94312116593397
YOL126C	YOL126C MDH2 Cytoplasmic malate dehydrogenase; one of three isozymes that catalyze interconversion of malate and oxaloacetate; involved in the glyoxylate cycle and gluconeogenesis during growth on two-carbon compounds; interacts with Pck1p and Fbp1	0.336538665200245	-0.489056801204351	0.0009234220510996	2.23114632173665
YIL116W	YIL116W HIS5 Histidinol-phosphate aminotransferase; catalyzes the seventh step in histidine biosynthesis; responsive to general control of amino acid biosynthesis; mutations cause histidine auxotrophy and sensitivity to Cu, Co, and Ni salts	-0.105491762654434	0.578087502297977	2.23970491069837	0.535475534183391
YFL014W	YFL014W HSP12 Plasma membrane protein involved in maintaining membrane organization; involved in maintaining organization during stress conditions; induced by heat shock, oxidative stress, osmostress, stationary phase, glucose depletion, oleate and alcohol; protein abundance increased in response to DNA replication stress and dietary restriction; regulated by the HOG and Ras-Pka pathways; required for dietary restriction-induced lifespan extension	-0.239679947648681	-4.2794695258194	-0.430272780584562	4.36553511838281
YDL182W	YDL182W LYS20 Homocitrate synthase isozyme and functions in DNA repair; catalyzes the condensation of acetyl-CoA and alpha-ketoglutarate to form homocitrate, which is the first step in the lysine biosynthesis pathway; LYS20 has a paralog, LYS21, that arose from the whole genome duplication	1.59852269309078	-0.917423484527681	-0.223658739906597	-0.568235101986809
YLR355C	YLR355C ILV5 Acetohydroxyacid reductoisomerase and mtDNA binding protein; involved in branched-chain amino acid biosynthesis and maintenance of wild-type mitochondrial DNA; found in mitochondrial nucleoids	-0.786185720016469	1.17573583981571	-0.332122222707732	-0.724199186936836
YHL021C	YHL021C AIM17 Protein of unknown function; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies; null mutant displays reduced frequency of mitochondrial genome loss	0.374501563453108	0.154835380737091	0.891009053297053	3.30198659291576
YDL198C	YDL198C GGC1 Mitochondrial GTP/GDP transporter; essential for mitochondrial genome maintenance; has a role in mitochondrial iron transport; member of the mitochondrial carrier family	0.721118374676212	-0.423560608237085	2.35030389623479	-0.0636038535846845
YOR049C	YOR049C RSB1 Putative sphingoid long-chain base (LCB) efflux transporter; integral membrane transporter that localizes to the plasma membrane and may transport long chain bases (LCBs) from the cytoplasmic side toward the extracytoplasmic side of the membrane; role in glycerophospholipid translocation; suppressor of the sphingoid LCB sensitivity of an LCB-lyase mutation	-0.844970669263262	-1.75645530014337	-1.97456525074758	1.86305135431309
YHR214W		-0.629005335334221	-0.80316109722254	2.75545282517507	-1.52455610795449
YKL062W	YKL062W MSN4 Stress-responsive transcriptional activator; activated in stochastic pulses of nuclear localization in response to various stress conditions; binds DNA at stress response elements of responsive genes, inducing gene expression; involved in diauxic shift	0.466860663775671	-0.545509182499652	0.138723519818948	3.20999580587389
YAR068W		-0.514726597395908	-0.644511153823531	2.82058100403198	-1.71217883711476
YNL104C	YNL104C LEU4 Alpha-isopropylmalate synthase (2-isopropylmalate synthase); the main isozyme responsible for the first step in the leucine biosynthesis pathway; LEU4 has a paralog, LEU9, that arose from the whole genome duplication	0.0511642430204383	-0.369837362812161	2.16256723910774	1.0798160668846
YGR088W	YGR088W CTT1 Cytosolic catalase T; has a role in protection from oxidative damage by hydrogen peroxide	0.905929278477103	0.317712971817746	0.0010352607794918	3.51578103780957
YOR348C	YOR348C PUT4 Proline permease; required for high-affinity transport of proline; also transports the toxic proline analog azetidine-2-carboxylate (AzC); PUT4 transcription is repressed in ammonia-grown cells	0.599289746718988	-2.16516279143703	-0.15924065507528	4.41232376615142
YHR087W	YHR087W RTC3 Protein of unknown function involved in RNA metabolism; has structural similarity to SBDS, the human protein mutated in Shwachman-Diamond Syndrome (the yeast SBDS ortholog = SDO1); null mutation suppresses cdc13-1 temperature sensitivity; protein abundance increases in response to DNA replication stress	0.208541772763444	-1.0970714590935	0.107058094982366	3.51583724192903
YOR347C	YOR347C PYK2 Pyruvate kinase; appears to be modulated by phosphorylation; transcription repressed by glucose, and Pyk2p may be active under low glycolytic flux; PYK2 has a paralog, CDC19, that arose from the whole genome duplication	-0.385402442820581	-0.721624922605657	0.78234648267957	3.18303858155543
YOR142W	YOR142W LSC1 Alpha subunit of succinyl-CoA ligase; succinyl-CoA ligase is a mitochondrial enzyme of the TCA cycle that catalyzes the nucleotide-dependent conversion of succinyl-CoA to succinate; phosphorylated	0.0036171436904893	-0.791414632565101	0.247688547788482	1.91183108291793
YOR286W	YOR286W RDL2 Protein with rhodanese activity; contains a rhodanese-like domain similar to Rdl1p, Uba4p, Tum1p, and Ych1p; overexpression causes a cell cycle delay; null mutant displays elevated frequency of mitochondrial genome loss	-0.417369231546544	-0.639862437381788	-0.161898412810912	1.32522101551791
YJL157C	YJL157C FAR1 CDK inhibitor and nuclear anchor; during the cell cycle Far1p sequesters the GEF Cdc24p in the nucleus; phosphorylation by Cdc28p-Cln results in SCFCdc4 complex-mediated ubiquitin-dependent degradation, releasing Cdc24p for export and activation of GTPase Cdc42p; in response to pheromone, phosphorylation of Far1p by MAPK Fus3p results in association with, and inhibition of Cdc28p-Cln, as well as Msn5p mediated nuclear export of Far1p-Cdc24p, targeting Cdc24p to polarity sites	-0.530384953213388	-0.662655019929363	-0.309788373973803	1.56259968887293
YDR085C	YDR085C AFR1 Protein required for pheromone-induced projection (shmoo) formation; regulates septin architecture during mating; has an RVXF motif that mediates targeting of Glc7p to mating projections; interacts with Cdc12p; AFR1 has a paralog, YER158C, that arose from the whole genome duplication	1.03686537457423	0.0274485764530098	-0.160397667751536	2.9965040797814
YOL122C	YOL122C SMF1 Divalent metal ion transporter; broad specificity for di-valent and tri-valent metals; post-translationally regulated by levels of metal ions; member of the Nramp family of metal transport proteins	-1.57153828395102	-1.42143907808151	-0.382281831620256	1.26352678184825
YOR052C	YOR052C TMC1 AN1-type zinc finger protein, effector of proteotoxic stress response; stress-inducible transcriptional target of Rpn4p; induced by nitrogen limitation, weak acid, misfolded proteins; short-lived protein, degraded by proteasome; may protect cells from trivalent metalloid induced proteotoxicity; contains PACE promoter element; ortholog of human AIRAP, which stimulates proteasome activity in response to arsenic; protein abundance increases under DNA replication stress	0.919289804606227	0.924331743751041	0.389745245394013	2.88987693370626
YPR145W	YPR145W ASN1 Asparagine synthetase; catalyzes the synthesis of L-asparagine from L-aspartate in the asparagine biosynthetic pathway; ASN1 has a paralog, ASN2, that arose from the whole genome duplication	0.772009470476327	0.017524971372703	1.59260315309578	-0.847380122628994
YNL301C	YNL301C RPL18B Ribosomal 60S subunit protein L18B; homologous to mammalian ribosomal protein L18, no bacterial homolog; RPL18B has a paralog, RPL18A, that arose from the whole genome duplication	-0.369509454836251	-0.0086233919897376	0.966178353460634	-1.72438804456899
YNL208W		-0.0700441223624023	0.0291918982481604	2.50553332312341	0.84143884870202
YMR105C	YMR105C PGM2 Phosphoglucomutase; catalyzes the conversion from glucose-1-phosphate to glucose-6-phosphate, which is a key step in hexose metabolism; functions as the acceptor for a Glc-phosphotransferase; protein abundance increases in response to DNA replication stress; PGM2 has a paralog, PGM1, that arose from the whole genome duplication	0.270448428987278	0.167266713793553	-0.0605970777704918	2.89629068532718
YLL012W	YLL012W YEH1 Steryl ester hydrolase; one of three gene products (Yeh1p, Yeh2p, Tgl1p) responsible for steryl ester hydrolase activity and involved in sterol homeostasis; localized to lipid particle membranes; YEH1 has a paralog, YEH2, that arose from the whole genome duplication	-0.254380872337944	1.28025734256892	0.0769280655387643	-1.58852535495803
YOR354C	YOR354C MSC6 Multicopy suppressor of HER2 involved in mitochondrial translation; mutant is defective in directing meiotic recombination events to homologous chromatids	-0.498481445163547	-0.626684423786898	-0.204258662230238	1.40780551259586
YDR210W-B		0.801261419312991	0.501583732926581	-0.696795690848232	1.93733908338474
YLR286C	YLR286C CTS1 Endochitinase; required for cell separation after mitosis; transcriptional activation during the G1 phase of the cell cycle is mediated by transcription factor Ace2p	0.158017331930246	2.44497378917329	-0.243046077635933	1.41803510041202
YMR315W		-0.0995090564474466	-0.27310669404518	0.747672727896557	1.91294181601384
YAR066W		-0.561422445751808	-0.517918877366761	3.05621647129025	-1.90199513041848
YNR028W	YNR028W CPR8 Peptidyl-prolyl cis-trans isomerase (cyclophilin); catalyzes the cis-trans isomerization of peptide bonds N-terminal to proline residues; potential role in the secretory pathway; CPR8 has a paralog, CPR4, that arose from the whole genome duplication	-0.572687374159689	-0.313982322678	1.12593314668248	-0.886939535712926
YBR230C	YBR230C OM14 Mitochondrial outer membrane receptor for cytosolic ribosomes; integral protein of the outer membrane that interacts with the nascent chain-associated complex (NAC) bound to ribosomes, contributing to co-translational mitochondrial import; interacts with porin (Por1p) and Om45p; abundance is decreased in cells grown in glucose relative to other carbon sources	-0.195607650079857	-1.18219878094318	-0.430447885618464	2.69463905747704
YNR001C	YNR001C CIT1 Citrate synthase; catalyzes the condensation of acetyl coenzyme A and oxaloacetate to form citrate; the rate-limiting enzyme of the TCA cycle; nuclear encoded mitochondrial protein; CIT1 has a paralog, CIT2, that arose from the whole genome duplication	0.163023859935861	-0.951077216196325	0.320462545166598	2.34206479415778
YKL150W	YKL150W MCR1 Mitochondrial NADH-cytochrome b5 reductase; involved in ergosterol biosynthesis	0.21736599970413	-0.67453834381759	-0.393802458156201	1.5470964947521
YBL030C	YBL030C PET9 Major ADP/ATP carrier of the mitochondrial inner membrane; exchanges cytosolic ADP for mitochondrially synthesized ATP; also imports heme and ATP; required for viability in many lab strains that carry a sal1 mutation; PET9 has a paralog, AAC3, that arose from the whole genome duplication; human homolog SLC25A4 implicated in progressive external ophthalmoplegia can complement yeast null mutant	-0.322829702100588	-1.21310132933245	-0.294485532110541	1.01360045674404
YLL041C	YLL041C SDH2 Iron-sulfur protein subunit of succinate dehydrogenase; the complex couples the oxidation of succinate to the transfer of electrons to ubiquinone as part of the TCA cycle and the mitochondrial respiratory chain; other members are Sdh1p, Sdh3p, and Sdh4p	-0.27623226802291	-0.545519605471448	0.0452570460039936	1.85060714135403
YLR042C		-0.987569406681167	-0.882810409424412	1.19271234343843	-1.03487660362808
YOR065W	YOR065W CYT1 Cytochrome c1; component of the mitochondrial respiratory chain; expression is regulated by the heme-activated, glucose-repressed Hap2p/3p/4p/5p CCAAT-binding complex	0.0717708885355466	-0.982821763383916	-0.4578418198088	1.73888805552021
YDR001C	YDR001C NTH1 Neutral trehalase, degrades trehalose; required for thermotolerance and may mediate resistance to other cellular stresses; phosphorylated and activated by Cdc28p at the G1/S phase transition to coordinately regulate carbohydrate metabolism and the cell cycle; inhibited by Dcs1p; NTH1 has a paralog, NTH2, that arose from the whole genome duplication	1.10703351456907	0.0571663277234404	0.175006820301236	1.66041097351903
YHR071W	YHR071W PCL5 Cyclin; interacts with and phosphorylated by Pho85p cyclin-dependent kinase (Cdk), induced by Gcn4p at level of transcription, specifically required for Gcn4p degradation, may be sensor of cellular protein biosynthetic capacity	0.185603201968094	-0.0306738519886281	1.37878367338217	-1.66142099293483
YIL119C	YIL119C RPI1 Transcription factor, allelic differences between S288C and Sigma1278b; mediates fermentation stress tolerance by modulating cell wall integrity; overexpression suppresses heat shock sensitivity of wild-type RAS2 overexpression and also suppresses cell lysis defect of mpk1 mutation; allele from S288c can confer fMAPK pathway independent transcription of FLO11; S288C and Sigma1278b alleles differ in number of tandem repeats within ORF	-2.30666629507755	-0.353664690209872	-1.50100298565424	3.2562278366156
YMR062C	YMR062C ARG7 Mitochondrial ornithine acetyltransferase; catalyzes the fifth step in arginine biosynthesis; also possesses acetylglutamate synthase activity, regenerates acetylglutamate while forming ornithine	-0.365222919496622	0.0348625579850545	2.3843403330577	0.217609739541815
YMR096W	YMR096W SNZ1 Protein involved in vitamin B6 biosynthesis; member of a stationary phase-induced gene family; coregulated with SNO1; interacts with Sno1p and with Yhr198p, perhaps as a multiprotein complex containing other Snz and Sno proteins	0.208538554109352	-0.198416152042811	2.78842495434062	-0.389392677101563
YDL168W	YDL168W SFA1 Bifunctional alcohol dehydrogenase and formaldehyde dehydrogenase; formaldehyde dehydrogenase activity is glutathione-dependent; functions in formaldehyde detoxification and formation of long chain and complex alcohols, regulated by Hog1p-Sko1p; protein abundance increases in response to DNA replication stress	1.52400819403435	0.180133079500431	0.0659829641032126	-0.388669948629317
YOR192C-B		0.90754219976607	0.695611617664594	-0.727363081459176	1.9585549255011
YOR356W	YOR356W CIR2 Putative ortholog of human ETF-dH; found in a large supramolecular complex with other mitochondrial dehydrogenases; may have a role in oxidative stress response; ETF-dH is also known as electron transfer flavoprotein dehydrogenase	0.024612472226905	-0.152673930998347	-0.353852434179153	1.48047173577468
YLR293C	YLR293C GSP1 Ran GTPase; GTP binding protein (mammalian Ranp homolog) involved in the maintenance of nuclear organization, RNA processing and transport; regulated by Srm1p, Rna1p, Yrb1p, Yrb2p, Yrp4p, Yrb30p, Cse1p and Kap95p; GSP1 has a paralog, GSP2, that arose from the whole genome duplication	-0.51768743472587	1.13488727963956	-0.143663505593206	-0.524581157164485
YPL192C	YPL192C PRM3 Protein required for nuclear envelope fusion during karyogamy; pheromone-regulated; peripheral protein of the nuclear membrane; interacts with Kar5p at the spindle pole body	-0.265266156256396	0.115396533199423	-0.381654578260443	3.40098932464858
YML120C	YML120C NDI1 NADH:ubiquinone oxidoreductase; transfers electrons from NADH to ubiquinone in respiratory chain but does not pump protons, in contrast to higher eukaryotic multisubunit respiratory complex I; upon apoptotic stress, is activated in mitochondria by N-terminal cleavage, then translocates to cytoplasm to induce apoptosis; homolog of human AIFM2; yeast NDI1 complements several phenotypes of human cell line with mutated MT-ND4, implicated in Leber hereditary optic neuropathy	0.522268214972646	-0.814630572835489	0.228439677627818	1.7844793415322
YDR074W	YDR074W TPS2 Phosphatase subunit of the trehalose-6-P synthase/phosphatase complex; involved in synthesis of the storage carbohydrate trehalose; expression is induced by stress conditions and repressed by the Ras-cAMP pathway; protein abundance increases in response to DNA replication stress	1.07514472710061	0.0338854384401944	0.324458064018869	2.04930353947246
YOR227W	YOR227W HER1 Protein of unknown function; required for proliferation or remodeling of the ER that is caused by overexpression of Hmg2p; may interact with ribosomes, based on co-purification experiments; HER1 has a paralog, GIP3, that arose from the whole genome duplication	0.713390498519363	-0.0111065017807866	0.387784646414691	2.04267849246014
YDR019C	YDR019C GCV1 T subunit of the mitochondrial glycine decarboxylase complex; glycine decarboxylase is required for the catabolism of glycine to 5,10-methylene-THF; expression is regulated by levels of levels of 5,10-methylene-THF in the cytoplasm	-0.268287641660571	-1.29307423709452	1.49293694333053	2.10047227382383
YOR020C	YOR020C HSP10 Mitochondrial matrix co-chaperonin; inhibits the ATPase activity of Hsp60p, a mitochondrial chaperonin; involved in protein folding and sorting in the mitochondria; 10 kD heat shock protein with similarity to E. coli groES	-0.211950126204491	-0.48303204802965	0.0554687505034248	1.44754205069405
YFR015C	YFR015C GSY1 Glycogen synthase; expression induced by glucose limitation, nitrogen starvation, environmental stress, and entry into stationary phase; GSY1 has a paralog, GSY2, that arose from the whole genome duplication; relocalizes from nucleus to cytoplasmic foci upon DNA replication stress	1.0560740412728	0.522885391143694	0.658099717254008	4.43452831789765
YFL002W-A,YGR161W-B	YFL002W-A,YGR161W-B	0.95602329379272	0.632237908383942	-0.751561940515847	1.92194665745919
YOR150W	YOR150W MRPL23 Mitochondrial ribosomal protein of the large subunit; localizes to vacuole in response to H2O2	-0.385168299369564	-0.787845479557032	0.0691578108891895	1.59995836330155
YDL124W		2.65782399313073	0.267239965421676	0.827073985408675	2.7542851903186
YDR077W	YDR077W SED1 Major stress-induced structural GPI-cell wall glycoprotein; associates with translating ribosomes, possible role in mitochondrial genome maintenance; ORF contains two distinct variable minisatellites; SED1 has a paralog, SPI1, that arose from the whole genome duplication	0.303803211459957	-0.501894900181787	-0.338746566914157	1.94209693176863
YDR133C		0.268432347818429	-0.829848574684652	-0.529531409133641	1.66897907194024
YLR194C	YLR194C NCW2 Structural constituent of the cell wall; attached to the plasma membrane by a GPI-anchor; expression is upregulated in response to cell wall stress; null mutant is sensitive to the antifungal agent polyhexamethylene biguanide, resistant to zymolyase treatment and has increased chitin deposition	-0.382882062598111	1.48913321838708	0.184392795262065	-0.303003648096119
YDL181W	YDL181W INH1 Protein that inhibits ATP hydrolysis by the F1F0-ATP synthase; inhibitory function is enhanced by stabilizing proteins Stf1p and Stf2p; has a calmodulin-binding motif and binds calmodulin in vitro; INH1 has a paralog, STF1, that arose from the whole genome duplication	0.257383303283148	-2.53016487850684	-0.923667330034561	1.43970300835873
YGR244C	YGR244C LSC2 Beta subunit of succinyl-CoA ligase; succinyl-CoA ligase is a mitochondrial enzyme of the TCA cycle that catalyzes the nucleotide-dependent conversion of succinyl-CoA to succinate	0.226613258990826	-0.838515821289195	0.150680868602979	1.59697600560202
YHL024W	YHL024W RIM4 Putative RNA-binding protein; required for the expression of early and middle sporulation genes	0.658343007621346	0.597186246060392	0.372505048609617	3.14035254912924
YOR120W	YOR120W GCY1 Glycerol dehydrogenase; involved in an alternative pathway for glycerol catabolism used under microaerobic conditions; also has mRNA binding activity; member of the aldo-keto reductase (AKR) family; human homolog AKR1B1 can complement yeast null mutant; protein abundance increases in response to DNA replication stress; GCY1 has a paralog, YPR1, that arose from the whole genome duplication	0.490916417163201	0.415066405233179	0.845055685584376	3.87324334225565
YOR343W-B		0.848824923422234	0.657382472933054	-0.715979901902952	1.8746256990832
YLR153C	YLR153C ACS2 Acetyl-coA synthetase isoform; along with Acs1p, acetyl-coA synthetase isoform is the nuclear source of acetyl-coA for histone acetylation; mutants affect global transcription; required for growth on glucose; expressed under anaerobic conditions	0.0368245420838418	1.2723097943068	-0.301330185775944	-0.490445768958862
